import_importtariff_&_tax_item,import_rate,import_applicable_country,import_note,hs10digit,conventional_fta_conventional_duty,conventional_rate,conventional_fta_code,conventional_applicable_country,export_exporttariff_&_tax_item,export_rate,export_applicable_rate,export_applicable_country,export_importtariff_&_tax_item,export_note
,,,,0102210000,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0102210000,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0102210000,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0102210000,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0102210000,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0102210000,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102210000,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102210000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0102210000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0102210000,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0102210000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0102210000,,,,,Export Duty,0.0%,,China,,
,,,,0102210000,,,,,Interim Export Duty,,or.,China,,
,,,,0102210000,,,,,Export VAT,9.0%,,China,,
,,,,0102210000,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0102210000,,,,,,,,,,
General Duty,30.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0102290000,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0102290000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0102290000,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0102290000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0102290000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0102290000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0102290000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0102290000,,,,,,,,,,
,,,,0102290000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0102290000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0102290000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0102290000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0102290000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102290000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102290000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0102290000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0102290000,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0102290000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0102290000,,,,,Export Duty,0.0%,,China,,
,,,,0102290000,,,,,Interim Export Duty,,or.,China,,
,,,,0102290000,,,,,Export VAT,9.0%,,China,,
,,,,0102290000,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0102290000,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0102310010,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0102310010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0102310010,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0102310010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0102310010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0102310010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0102310010,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0102310010,,,,,,,,,,
,,,,0102310010,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0102310010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0102310010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0102310010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0102310010,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102310010,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102310010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0102310010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0102310010,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0102310010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0102310010,,,,,Export Duty,0.0%,,China,,
,,,,0102310010,,,,,Interim Export Duty,,or.,China,,
,,,,0102310010,,,,,Export VAT,9.0%,,China,,
,,,,0102310010,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0102310010,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0102310090,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0102310090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0102310090,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0102310090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0102310090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0102310090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0102310090,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0102310090,,,,,,,,,,
,,,,0102310090,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0102310090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0102310090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0102310090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0102310090,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102310090,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102310090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0102310090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0102310090,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0102310090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0102310090,,,,,Export Duty,0.0%,,China,,
,,,,0102310090,,,,,Interim Export Duty,,or.,China,,
,,,,0102310090,,,,,Export VAT,9.0%,,China,,
,,,,0102310090,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0102310090,,,,,,,,,,
General Duty,30.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0102390010,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0102390010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0102390010,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0102390010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0102390010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0102390010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0102390010,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0102390010,,,,,,,,,,
,,,,0102390010,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0102390010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0102390010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0102390010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0102390010,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102390010,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102390010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0102390010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0102390010,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0102390010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0102390010,,,,,Export Duty,0.0%,,China,,
,,,,0102390010,,,,,Interim Export Duty,,or.,China,,
,,,,0102390010,,,,,Export VAT,9.0%,,China,,
,,,,0102390010,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0102390010,,,,,,,,,,
General Duty,30.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0102390090,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0102390090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0102390090,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0102390090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0102390090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0102390090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0102390090,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0102390090,,,,,,,,,,
,,,,0102390090,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0102390090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0102390090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0102390090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0102390090,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102390090,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102390090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0102390090,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0102390090,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0102390090,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0102390090,,,,,Export Duty,0.0%,,China,,
,,,,0102390090,,,,,Interim Export Duty,,or.,China,,
,,,,0102390090,,,,,Export VAT,9.0%,,China,,
,,,,0102390090,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0102390090,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0102901010,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0102901010,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0102901010,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0102901010,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0102901010,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0102901010,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0102901010,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0102901010,,,,,,,,,,
,,,,0102901010,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0102901010,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0102901010,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0102901010,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0102901010,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102901010,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102901010,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0102901010,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0102901010,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0102901010,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0102901010,,,,,Export Duty,0.0%,,China,,
,,,,0102901010,,,,,Interim Export Duty,,or.,China,,
,,,,0102901010,,,,,Export VAT,9.0%,,China,,
,,,,0102901010,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0102901010,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0102901090,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0102901090,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0102901090,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0102901090,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0102901090,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0102901090,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0102901090,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0102901090,,,,,,,,,,
,,,,0102901090,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0102901090,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0102901090,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0102901090,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0102901090,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102901090,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0102901090,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
